1787684020,Rafael,De Pedro,M,rde263,rafaeldem56@gmail.com,11/09/2003,ACTIVO,Ingenieria Electronica,Diurno,Estados Federados de Micronesia,07/02/2023,Extranjero
1692094818,Ramon,Duenas,M,rdu446,ramondum31@gmail.com,06/10/2005,ACTIVO,Ingenieria Electronica,Nocturno,Somalia,09/11/2024,Extranjero
1630227540,Carlos,Vega,M,cve899,carlosvem82@gmail.com,04/02/2000,ACTIVO,Ingenieria de Sistemas,Diurno,(Colombia/LOS PALMITOS),08/04/2017,Nacional
1949985822,Antonio,Barragan,M,aba891,antoniobam40@gmail.com,12/04/2007,ACTIVO,Ingenieria Ambiental,Diurno,Islas Salomón,08/01/2019,Extranjero
1705877018,Juan Jose,Estebanez,M,jes664,juan joseesm34@gmail.com,02/06/2000,ACTIVO,Bioingenieria,Diurno,(Colombia/MAJAGUAL),09/02/2022,Nacional
1356104503,David,Manjon,M,dma380,davidmam79@gmail.com,03/09/2005,ACTIVO,Ingenieria Electronica,Nocturno,(Colombia/PALMIRA),04/05/2021,Nacional
1371550979,Pedro,Cueva,M,pcu511,pedrocum41@gmail.com,02/05/1999,ACTIVO,Ingenieria de Sistemas,Diurno,(Colombia/MARMATO),11/09/2019,Nacional
1149690251,Alberto,Gonzalez,M,ago128,albertogom1@gmail.com,11/10/2005,ACTIVO,Bioingenieria,Diurno,(Colombia/RIOFRIO),07/11/2018,Nacional
1177369518,Laura,Navarro,F,lna66,lauranaf86@gmail.com,10/04/2002,ACTIVO,Ingenieria Electronica,Nocturno,(Colombia/POLICARPA),05/01/2019,Nacional
1631596910,Carlos,Del Rio,M,cde438,carlosdem48@gmail.com,12/01/2004,ACTIVO,Ingenieria de Sistemas,Nocturno,(Colombia/BARBOSA),12/05/2019,Nacional
1557159869,Luis,Munoz,M,lmu6,luismum59@gmail.com,07/04/2001,ACTIVO,Ingenieria Industrial,Diurno,Senegal,07/09/2018,Extranjero
1962834837,Jose Manuel,Jaen,M,jja365,jose manueljam53@gmail.com,11/02/2005,ACTIVO,Ingenieria Electronica,Diurno,(Colombia/FLORIDA),09/02/2018,Nacional
1932845168,Carmen,Polo,F,cpo142,carmenpof91@gmail.com,09/03/2001,ACTIVO,Ingenieria Industrial,Diurno,Alemania,10/03/2022,Extranjero
1255690791,Pilar,Varela,F,pva72,pilarvaf90@gmail.com,04/04/1999,ACTIVO,Ingenieria Ambiental,Diurno,Guinea-Bissau,01/04/2016,Extranjero
1038519771,Manuel,Diaz,M,mdi668,manueldim77@gmail.com,12/08/2003,ACTIVO,Ingenieria Ambiental,Diurno,Federación Rusa,09/04/2019,Extranjero
1042250226,Angel,Estrella,M,aes819,angelesm88@gmail.com,08/01/2000,ACTIVO,Bioingenieria,Diurno,Islas Cook,10/02/2017,Extranjero
1840487126,Jose Luis,Muniz,M,jmu841,jose luismum48@gmail.com,05/04/1999,ACTIVO,Bioingenieria,Diurno,Escocia,05/01/2017,Extranjero
1474363331,Inmaculada,Nieves,F,ini677,inmaculadanif39@gmail.com,09/06/2005,ACTIVO,Ingenieria Electronica,Nocturno,Kuwait,05/03/2019,Extranjero
1861871112,Diego,Julian,M,dju728,diegojum74@gmail.com,09/04/2004,ACTIVO,Ingenieria de Sistemas,Nocturno,Venezuela,06/10/2017,Extranjero
1460880660,Jose Luis,Morales,M,jmo187,jose luismom92@gmail.com,02/05/2000,ACTIVO,Bioingenieria,Diurno,Francia,04/03/2017,Extranjero
1344455753,Alejandro,Duran,M,adu312,alejandrodum43@gmail.com,07/07/2006,ACTIVO,Ingenieria Ambiental,Diurno,(Colombia/VILLAGOMEZ),10/03/2017,Nacional
1848915752,Javier,Gutierrez,M,jgu351,javiergum69@gmail.com,11/11/2004,ACTIVO,Ingenieria Electronica,Diurno,Brasil,12/12/2017,Extranjero
1785912858,Antonio,Quintana,M,aqu852,antonioqum57@gmail.com,08/06/2003,ACTIVO,Ingenieria Ambiental,Diurno,Svalbard y Jan Mayen,12/06/2019,Extranjero
1520641565,Josefa,Gomez,F,jgo367,josefagof87@gmail.com,05/06/2003,ACTIVO,Ingenieria Electronica,Diurno,Madagascar,05/12/2019,Extranjero
1172203707,Milagros,Lopez,F,mlo589,milagroslof8@gmail.com,08/08/2002,ACTIVO,Bioingenieria,Diurno,Trinidad y Tobago,06/11/2022,Extranjero
1447463417,Juana,Pelaez,F,jpe872,juanapef10@gmail.com,12/07/2006,ACTIVO,Bioingenieria,Diurno,Maldivas,06/06/2020,Extranjero
1856212645,Lucia,Carretero,F,lca525,luciacaf63@gmail.com,09/05/2002,ACTIVO,Ingenieria Industrial,Diurno,(Colombia/SANTUARIO),05/02/2021,Nacional
1835980910,Milagros,Muniz,F,mmu743,milagrosmuf37@gmail.com,08/02/2003,ACTIVO,Bioingenieria,Diurno,México,10/07/2018,Extranjero
1854315635,Manuel,Arellano,M,mar382,manuelarm79@gmail.com,05/06/2003,ACTIVO,Bioingenieria,Diurno,(Colombia/PUERTO TRIUNFO),01/12/2016,Nacional
1783543992,Mercedes,Gonzalez,F,mgo868,mercedesgof30@gmail.com,05/01/2005,ACTIVO,Ingenieria Industrial,Diurno,(Colombia/ALGARROBO),01/10/2023,Nacional
1875879721,Catalina,Arrizabalaga,F,car483,catalinaarf73@gmail.com,04/03/2005,ACTIVO,Bioingenieria,Diurno,Islas Heard y McDonald,06/02/2022,Extranjero
1675434966,Miguel Aï¿½ngel,Trinidad,M,mtr497,miguel aï¿½ngeltrm21@gmail.com,05/01/2004,ACTIVO,Bioingenieria,Diurno,(Colombia/PISBA),02/10/2020,Nacional
1961993856,Rafael,Ordonez,M,ror139,rafaelorm20@gmail.com,02/09/2004,ACTIVO,Ingenieria Industrial,Diurno,Inglaterra,12/04/2020,Extranjero
1639703471,Miguel Aï¿½ngel,Bayona,M,mba129,miguel aï¿½ngelbam43@gmail.com,11/03/2004,ACTIVO,Ingenieria de Sistemas,Nocturno,Irán,07/02/2019,Extranjero
1233639179,Salvador,Aguilar,M,sag661,salvadoragm94@gmail.com,08/06/2004,ACTIVO,Ingenieria Ambiental,Diurno,Albania,02/02/2020,Extranjero
1771772386,Isabel,Perez,F,ipe752,isabelpef24@gmail.com,04/09/2002,ACTIVO,Ingenieria de Sistemas,Nocturno,(Colombia/SAN LORENZO),06/01/2019,Nacional
1521848232,Josefa,Juarez,F,jju598,josefajuf36@gmail.com,08/11/2004,ACTIVO,Bioingenieria,Diurno,(Colombia/EL PEÑÓN),12/03/2016,Nacional
1269880994,Lucia,Moyano,F,lmo505,luciamof65@gmail.com,12/12/2006,ACTIVO,Ingenieria Ambiental,Diurno,Egipto,10/05/2019,Extranjero
1400801579,Manuel,Jover,M,mjo473,manueljom97@gmail.com,08/04/2005,ACTIVO,Ingenieria Electronica,Diurno,El Salvador,03/02/2022,Extranjero
1737021606,Miguel Aï¿½ngel,Vega,M,mve898,miguel aï¿½ngelvem13@gmail.com,08/10/2006,ACTIVO,Ingenieria Electronica,Diurno,(Colombia/FIRAVITOBA),09/05/2017,Nacional
1986101355,Jesus,Herrera,M,jhe874,jesushem38@gmail.com,02/06/2000,ACTIVO,Bioingenieria,Diurno,Nauru,11/03/2016,Extranjero
1634515919,Carmen,Fernandez,F,cfe114,carmenfef99@gmail.com,11/04/2003,ACTIVO,Ingenieria de Sistemas,Nocturno,Irán,10/09/2017,Extranjero
1550563783,Antonio,Alvarez,M,aal528,antonioalm53@gmail.com,03/02/2004,ACTIVO,Ingenieria de Sistemas,Nocturno,(Colombia/TIBANÁ),04/06/2015,Nacional
1054385160,Antonia,Espinosa,F,aes107,antoniaesf4@gmail.com,12/03/2005,ACTIVO,Ingenieria Ambiental,Diurno,Estonia,02/08/2019,Extranjero
1176571302,Angel,Gaona,M,aga476,angelgam65@gmail.com,01/08/2001,ACTIVO,Ingenieria Industrial,Diurno,Isla Bouvet,06/06/2018,Extranjero
1544894223,Francisco,Cruz,M,fcr591,franciscocrm31@gmail.com,08/04/2003,ACTIVO,Bioingenieria,Diurno,(Colombia/SOTAQUIRÁ),01/02/2019,Nacional
1552859981,Begona,Herrera,F,bhe516,begonahef94@gmail.com,12/01/2002,ACTIVO,Ingenieria Electronica,Nocturno,Tanzania,05/10/2020,Extranjero
1988017949,Juana,Nieto,F,jni20,juananif74@gmail.com,11/10/2004,ACTIVO,Ingenieria Electronica,Nocturno,(Colombia/EL ROBLE),01/08/2015,Nacional
1690772319,Isabel,Santiago,F,isa9,isabelsaf90@gmail.com,11/09/2003,ACTIVO,Ingenieria Electronica,Diurno,Comoras,05/02/2016,Extranjero
1276479109,Julia,Lopez,F,jlo130,julialof6@gmail.com,10/11/1999,ACTIVO,Ingenieria de Sistemas,Nocturno,Wallis y Futuna,07/12/2020,Extranjero
1963013873,Monica,Ortiz,F,mor427,monicaorf88@gmail.com,07/07/2005,ACTIVO,Bioingenieria,Diurno,Malí,02/01/2021,Extranjero
1181683288,Antonio,Fernandez,M,afe626,antoniofem13@gmail.com,10/03/2001,ACTIVO,Ingenieria de Sistemas,Diurno,(Colombia/LA FLORIDA),06/02/2022,Nacional
1960325637,Francisco,Velazquez,M,fve277,franciscovem40@gmail.com,04/11/2003,ACTIVO,Ingenieria Ambiental,Diurno,Ucrania,07/12/2023,Extranjero
1504872971,Antonio,Conde,M,aco558,antoniocom68@gmail.com,09/04/2006,ACTIVO,Ingenieria Ambiental,Diurno,Gales,11/06/2021,Extranjero
1445848840,Juan,Tejeda,M,jte35,juantem72@gmail.com,11/02/2001,ACTIVO,Ingenieria Ambiental,Diurno,Kuwait,04/05/2021,Extranjero
1298805159,Angel,Jimenez,M,aji73,angeljim52@gmail.com,04/05/2005,ACTIVO,Ingenieria Electronica,Diurno,Singapur,08/02/2021,Extranjero
1533510652,Josefa,Rico,F,jri82,josefarif5@gmail.com,11/08/2004,ACTIVO,Ingenieria Electronica,Nocturno,Tayikistán,05/10/2017,Extranjero
1814421831,Jose Luis,Guijarro,M,jgu450,jose luisgum26@gmail.com,03/04/2002,ACTIVO,Bioingenieria,Diurno,(Colombia/ALMEIDA),12/09/2021,Nacional
1448693919,Francisco,Salinas,M,fsa462,franciscosam97@gmail.com,07/04/2001,ACTIVO,Ingenieria de Sistemas,Diurno,Jersey,06/01/2022,Extranjero
1922758577,Francisco,Leiva,M,fle362,franciscolem36@gmail.com,02/09/2005,ACTIVO,Ingenieria Ambiental,Diurno,Gales,05/06/2024,Extranjero
1720279201,Jose Luis,Osorio,M,jos799,jose luisosm14@gmail.com,11/07/2001,ACTIVO,Bioingenieria,Diurno,(Colombia/YOTOCO),11/01/2017,Nacional
1878174979,Antonia,Fernandez,F,afe553,antoniafef57@gmail.com,07/01/2004,ACTIVO,Ingenieria Industrial,Diurno,(Colombia/SAN LORENZO),12/02/2022,Nacional
1429652924,Carmen,Blanca,F,cbl740,carmenblf40@gmail.com,10/01/2005,ACTIVO,Ingenieria Industrial,Diurno,Finlandia,09/05/2018,Extranjero
1964817075,Teresa,Calle,F,tca309,teresacaf38@gmail.com,12/01/1999,ACTIVO,Ingenieria Industrial,Diurno,Bután,09/01/2017,Extranjero
1840591180,Cristina,Ilie,F,cil889,cristinailf6@gmail.com,10/03/2002,ACTIVO,Ingenieria Ambiental,Diurno,Brunéi,03/09/2017,Extranjero
1285998790,Santiago,Ares,M,sar600,santiagoarm6@gmail.com,09/11/2004,ACTIVO,Ingenieria Electronica,Diurno,Singapur,07/06/2021,Extranjero
1789901072,Juan,Santos,M,jsa118,juansam68@gmail.com,07/07/2001,ACTIVO,Bioingenieria,Diurno,(Colombia/ARAUCA),06/02/2016,Nacional
1851841193,Francisca,Sola,F,fso654,franciscasof3@gmail.com,03/12/2000,ACTIVO,Ingenieria Ambiental,Diurno,(Colombia/ABREGO),10/05/2019,Nacional
1442473361,Jose Antonio,Jimenez,M,jji128,jose antoniojim88@gmail.com,07/05/2002,ACTIVO,Ingenieria Electronica,Nocturno,Islas Marianas del Norte,04/07/2016,Extranjero
1680815291,Jesus,Llorens,M,jll689,jesusllm97@gmail.com,09/04/2005,ACTIVO,Ingenieria Ambiental,Diurno,Jamahiriya Árabe Libia,01/03/2018,Extranjero
1109423545,Rosa,Ribas,F,rri752,rosarif80@gmail.com,02/11/2006,ACTIVO,Ingenieria Electronica,Diurno,Costa Rica,05/04/2024,Extranjero
1611780062,Francisco Javier,Cuesta,M,fcu513,francisco javiercum64@gmail.com,06/08/2003,ACTIVO,Ingenieria Electronica,Nocturno,Gabón,03/01/2023,Extranjero
1045076069,Alejandro,Parejo,M,apa194,alejandropam3@gmail.com,08/07/1999,ACTIVO,Bioingenieria,Diurno,(Colombia/MAGANGUÉ),03/05/2018,Nacional
1187322110,Laura,Castillo,F,lca43,lauracaf22@gmail.com,04/03/2004,ACTIVO,Ingenieria Industrial,Diurno,(Colombia/SANTIAGO),06/12/2018,Nacional
1602998230,Juan Antonio,Exposito,M,jex422,juan antonioexm87@gmail.com,09/09/2006,ACTIVO,Bioingenieria,Diurno,Gales,04/06/2017,Extranjero
